0, 876, 593, 352
4, 2104, 1375, 661
8, 3328, 2153, 834
12, 4548, 2927, 998
16, 5736, 3669, 1147
20, 6960, 4447, 1316
24, 8143, 5184, 1446
28, 9328, 5923, 1597
32, 10514, 6663, 1734
36, 11737, 7440, 1883
40, 12959, 8216, 2048
44, 14185, 8996, 2199
48, 15369, 9734, 2346
52, 16560, 10479, 2494
56, 17781, 11254, 2644
60, 19002, 12029, 2816
64, 20266, 12847, 3004
68, 21487, 13622, 3166
72, 22707, 14396, 3340
76, 23935, 15178, 3500
80, 25157, 15954, 3647
84, 26380, 16731, 3819
88, 27604, 17509, 3979
92, 28824, 18283, 4137
96, 30046, 19059, 4299
100, 31269, 19836, 4447
104, 32452, 20573, 4583
108, 33635, 21310, 4736
112, 34859, 22088, 4897
116, 36081, 22864, 5053
120, 37302, 23639, 5207
124, 38520, 24411, 5366
128, 39705, 25150, 5502
132, 40919, 25918, 5680
136, 42140, 26693, 5809
140, 43362, 27469, 5976
144, 44584, 28245, 6142
148, 45811, 29026, 6294
152, 47003, 29772, 6435
156, 48231, 30554, 6619
160, 49416, 31293, 6762
164, 50600, 32031, 6906
168, 51786, 32771, 7031
172, 52968, 33507, 7171
176, 54154, 34247, 7334
180, 55383, 35030, 7491
184, 56576, 35777, 7644
188, 57766, 36521, 7763
192, 58991, 37300, 7869
196, 60222, 38085, 8032
200, 61449, 38866, 8203
204, 62686, 39657, 8338
208, 63920, 40445, 8497
212, 65158, 41237, 8651
216, 66389, 42022, 8807
220, 67610, 42797, 8937
224, 68840, 43581, 9116
228, 70071, 44366, 9280
232, 71263, 45112, 9401
236, 72442, 45845, 9538
240, 73633, 46590, 9674
244, 74812, 47323, 9795
248, 76044, 48109, 9977
252, 77268, 48887, 10130
256, 78450, 49623, 10281
260, 79635, 50362, 10378
264, 80823, 51104, 10541
268, 82042, 51877, 10697
272, 83231, 52620, 10851
276, 84471, 53414, 11020
280, 85693, 54190, 11191
284, 86923, 54974, 11361
288, 88150, 55755, 11523
292, 89376, 56535, 11680
296, 90603, 57316, 11833
300, 91827, 58094, 12007
304, 93052, 58873, 12168
308, 94277, 59652, 12342
312, 95463, 60392, 12445
316, 96690, 61173, 12615
320, 97879, 61916, 12761
324, 99066, 62657, 12917
328, 100250, 63395, 13028
332, 101435, 64134, 13176
336, 102622, 64875, 13335
340, 103808, 65615, 13457
344, 104994, 66355, 13585
348, 106181, 67096, 13751
352, 107407, 67876, 13867
356, 108636, 68659, 14058
360, 109861, 69438, 14214
364, 111087, 70218, 14360
368, 112313, 70998, 14501
372, 113508, 71747, 14672
376, 114744, 72537, 14848
380, 115966, 73313, 15003
384, 117157, 74058, 15144
388, 118346, 74801, 15278
392, 119532, 75541, 15411
396, 120751, 76314, 15580
400, 121993, 77110, 15766
404, 123201, 77872, 15905
408, 124424, 78649, 16047
412, 125619, 79398, 16198
416, 126871, 80204, 16397
420, 128085, 80972, 16520
424, 129292, 81733, 16673
428, 130536, 82531, 16817
432, 131773, 83322, 16953
436, 132998, 84101, 17121
440, 134229, 84886, 17312
444, 135451, 85662, 17452
448, 136679, 86444, 17609
452, 137869, 87188, 17744
456, 139101, 87974, 17924
460, 140333, 88760, 18118
464, 141567, 89548, 18241
468, 142792, 90327, 18433
472, 144016, 91105, 18560
476, 145245, 91888, 18707
480, 146468, 92665, 18926
484, 147694, 93445, 19012
488, 148920, 94225, 19228
492, 150145, 95004, 19336
496, 151371, 95784, 19510
500, 152597, 96564, 19668
504, 153828, 97349, 19855
508, 155050, 98125, 19989
512, 156234, 98863, 20096
516, 157468, 99651, 20265
520, 158654, 100391, 20394
524, 159853, 101144, 20554
528, 161040, 101885, 20669
532, 162244, 102643, 20827
536, 163429, 103382, 20963
540, 164619, 104126, 21098
544, 165807, 104868, 21240
548, 167012, 105627, 21377
552, 168196, 106365, 21506
556, 169387, 107110, 21671
560, 170572, 107849, 21769
564, 171757, 108588, 21906
568, 172942, 109327, 22046
572, 174127, 110066, 22212
576, 175312, 110805, 22321
580, 176497, 111544, 22435
584, 177695, 112296, 22553
588, 178893, 113048, 22767
592, 180086, 113795, 22890
596, 181321, 114584, 23077
600, 182519, 115336, 23154
604, 183752, 116123, 23320
608, 184950, 116875, 23498
612, 186186, 117665, 23639
616, 187389, 118422, 23773
620, 188580, 119167, 23917
624, 189823, 119964, 24162
628, 191015, 120710, 24251
632, 192230, 121479, 24402
636, 193456, 122259, 24556
640, 194679, 123036, 24729
644, 195897, 123808, 24873
648, 197092, 124557, 24992
652, 198321, 125340, 25174
656, 199540, 126113, 25316
660, 200761, 126888, 25535
664, 202001, 127682, 25686
668, 203243, 128478, 25849
672, 204474, 129263, 26008
676, 205692, 130035, 26169
680, 206922, 130819, 26335
684, 208146, 131597, 26463
688, 209365, 132370, 26605
692, 210597, 133156, 26788
696, 211822, 133935, 26948
700, 213068, 134735, 27103
704, 214257, 135478, 27262
708, 215485, 136260, 27413
712, 216709, 137038, 27585
716, 217930, 137813, 27730
720, 219153, 138590, 27892
724, 220374, 139365, 28084
728, 221595, 140140, 28221
732, 222818, 140917, 28353
736, 224001, 141654, 28503
740, 225187, 142394, 28606
744, 226409, 143170, 28770
748, 227637, 143952, 28911
752, 228858, 144727, 29126
756, 230087, 145510, 29293
760, 231310, 146287, 29393
764, 232495, 147026, 29571
768, 233719, 147804, 29709
772, 234946, 148585, 29860
776, 236180, 149373, 30053
780, 237415, 150162, 30196
784, 238642, 150943, 30376
788, 239866, 151721, 30502
792, 241088, 152497, 30696
796, 242315, 153278, 30862
800, 243535, 154052, 30998
804, 244758, 154829, 31169
808, 245980, 155605, 31298
812, 247202, 156381, 31452
816, 248423, 157156, 31585
820, 249609, 157896, 31746
824, 250794, 158635, 31845
828, 251978, 159373, 31986
832, 253202, 160151, 32110
836, 254387, 160890, 32228
840, 255573, 161630, 32436
844, 256795, 162406, 32521
848, 257980, 163145, 32709
852, 259158, 163877, 32847
856, 260428, 164701, 33042
860, 261615, 165442, 33184
864, 262803, 166184, 33318
868, 264073, 167008, 33514
872, 265286, 167775, 33634
876, 266512, 168555, 33821
880, 267697, 169294, 33948
884, 268919, 170070, 34078
888, 270153, 170858, 34256
892, 271384, 171643, 34425
896, 272618, 172431, 34552
900, 273802, 173169, 34647
904, 275021, 173942, 34843
908, 276219, 174694, 35029
912, 277418, 175447, 35153
916, 278617, 176200, 35330
920, 279850, 176987, 35467
924, 281086, 177777, 35663
928, 282319, 178564, 35814
932, 283555, 179354, 36033
936, 284776, 180129, 36172
940, 286003, 180910, 36321
944, 287239, 181700, 36490
948, 288465, 182480, 36692
952, 289691, 183260, 36851
956, 290916, 184039, 36984
960, 292144, 184821, 37161
964, 293332, 185563, 37288
968, 294522, 186307, 37421
972, 295746, 187085, 37585
976, 296967, 187860, 37753
980, 298189, 188636, 37909
984, 299411, 189412, 38074
988, 300633, 190188, 38222
992, 301859, 190968, 38352
996, 303082, 191745, 38550
1000, 304307, 192524, 38673
1004, 305533, 193304, 38837
1008, 306757, 194082, 39040
1012, 307981, 194860, 39155
1016, 309204, 195637, 39332
1020, 310427, 196414, 39486
1024, 311650, 197191, 39680
1028, 312871, 197966, 39774
1032, 314057, 198706, 39870
1036, 315244, 199447, 39996
1040, 316468, 200225, 40208
1044, 317691, 201002, 40356
1048, 318925, 201790, 40574
1052, 320148, 202567, 40721
1056, 321373, 203346, 40804
1060, 322596, 204123, 40968
1064, 323861, 204942, 41231
1068, 325088, 205723, 41302
1072, 326337, 206526, 41527
1076, 327558, 207301, 41639
1080, 328745, 208042, 41789
1084, 329931, 208782, 41906
1088, 331156, 209561, 42040
1092, 332343, 210302, 42087
1096, 333530, 211043, 42264
1100, 334717, 211784, 42429
1104, 335904, 212525, 42578
1108, 337129, 213304, 42688
1112, 338353, 214082, 42841
1116, 339577, 214860, 42992
1120, 340848, 215685, 43207
1124, 342073, 216464, 43351
1128, 343298, 217243, 43452
1132, 344523, 218022, 43634
1136, 345748, 218801, 43753
1140, 346973, 219580, 43926
1144, 348198, 220359, 44040
1148, 349422, 221137, 44184
1152, 350648, 221917, 44379
1156, 351873, 222696, 44488
1160, 353098, 223475, 44619
1164, 354324, 224255, 44782
1168, 355549, 225034, 44904
1172, 356774, 225813, 45041
1176, 357999, 226592, 45179
1180, 359186, 227333, 45312
1184, 360412, 228113, 45430
1188, 361635, 228890, 45583
1192, 362860, 229669, 45739
1196, 364085, 230448, 45859
1200, 365312, 231229, 46075
1204, 366539, 232010, 46166
1208, 367765, 232790, 46315
1212, 368990, 233569, 46477
1216, 370214, 234347, 46590
1220, 371439, 235126, 46813
1224, 372628, 235869, 46913
1228, 373814, 236609, 47010
1232, 374999, 237348, 47117
1236, 376187, 238090, 47301
1240, 377374, 238831, 47382
1244, 378563, 239574, 47529
1248, 379749, 240314, 47652
1252, 380944, 241063, 47857
1256, 382139, 241812, 47987
1260, 383335, 242562, 48148
1264, 384532, 243313, 48309
1268, 385727, 244062, 48393
1272, 386922, 244811, 48529
1276, 388117, 245560, 48714
1280, 389310, 246307, 48777
1284, 390504, 247055, 48951
1288, 391697, 247802, 49052
1292, 392872, 248531, 49232
1296, 394060, 249273, 49342
1300, 395250, 250017, 49522
1304, 396438, 250759, 49596
