0, 1217, 749, 383, 0
4, 6391, 3285, 841, 3
8, 11544, 5814, 1041, 6
12, 16693, 8339, 1233, 9
16, 21818, 10840, 1422, 12
20, 27573, 13619, 1624, 16
24, 33863, 16601, 1819, 21
28, 39583, 19345, 1999, 25
32, 44710, 21848, 2169, 28
36, 49269, 24135, 2347, 30
40, 53828, 26422, 2536, 32
44, 58393, 28715, 2714, 34
48, 62926, 30976, 2885, 36
52, 66863, 32993, 3042, 37
56, 70278, 34840, 3271, 37
60, 74242, 36884, 3476, 38
64, 78840, 39210, 3661, 40
68, 82801, 41251, 3826, 41
72, 86761, 43291, 4024, 42
76, 91323, 45581, 4229, 44
80, 96474, 48108, 4405, 47
84, 101033, 50395, 4609, 49
88, 106192, 52930, 4783, 52
92, 111344, 55458, 4974, 55
96, 115902, 57744, 5150, 57
100, 121062, 60280, 5328, 60
104, 126188, 62782, 5511, 63
108, 130725, 65047, 5682, 65
112, 135291, 67341, 5843, 67
116, 139861, 69639, 6029, 69
120, 143830, 71688, 6204, 70
124, 147797, 73735, 6397, 71
128, 151143, 75513, 6571, 71
132, 154519, 77321, 6755, 71
136, 157899, 79133, 6923, 71
140, 161273, 80939, 7096, 71
144, 165251, 82997, 7272, 72
148, 169829, 85303, 7474, 74
152, 173776, 87330, 7609, 75
156, 177759, 89393, 7814, 76
160, 181706, 91420, 7977, 77
164, 185657, 93451, 8138, 78
168, 189003, 95229, 8277, 78
172, 192346, 97004, 8433, 78
176, 195697, 98787, 8599, 78
180, 200277, 101095, 8772, 80
184, 204236, 103134, 8916, 81
188, 207594, 104924, 9095, 81
192, 211584, 106994, 9240, 82
196, 215573, 109063, 9426, 83
200, 219548, 111118, 9594, 84
204, 223542, 113192, 9794, 85
208, 226937, 115019, 9979, 85
212, 230932, 117094, 10134, 86
216, 234313, 118907, 10299, 86
220, 238291, 120965, 10487, 87
224, 242264, 123018, 10679, 88
228, 245658, 124844, 10840, 88
232, 249605, 126871, 11013, 89
236, 253533, 128879, 11170, 90
240, 257476, 130902, 11313, 91
244, 261410, 132916, 11470, 92
248, 265388, 134974, 11662, 93
252, 269951, 137265, 11862, 95
256, 274469, 139511, 11997, 97
260, 279600, 142018, 12194, 100
264, 283544, 144042, 12338, 101
268, 288105, 146331, 12547, 103
272, 293825, 149075, 12722, 107
276, 299602, 151876, 12939, 111
280, 304175, 154177, 13127, 113
284, 308744, 156474, 13355, 115
288, 313316, 158774, 13550, 117
292, 317289, 160827, 13718, 118
296, 321261, 162879, 13889, 119
300, 325240, 164938, 14097, 120
304, 329223, 167001, 14282, 121
308, 333203, 169061, 14478, 122
312, 337737, 171323, 14669, 124
316, 341731, 173397, 14853, 125
320, 346291, 175685, 15021, 127
324, 350834, 177956, 15187, 129
328, 355372, 180222, 15357, 131
332, 359309, 182239, 15516, 132
336, 363243, 184253, 15725, 133
340, 366593, 186035, 15914, 133
344, 370527, 188049, 16094, 134
348, 374461, 190063, 16255, 135
352, 379024, 192354, 16426, 137
356, 384193, 194899, 16647, 140
360, 388762, 197196, 16824, 142
364, 393328, 199490, 17022, 144
368, 398490, 202028, 17182, 147
372, 403641, 204555, 17421, 150
376, 408234, 206876, 17609, 152
380, 412808, 209178, 17795, 154
384, 417358, 211456, 17968, 156
388, 421907, 213733, 18145, 158
392, 426450, 216004, 18344, 160
396, 431026, 218308, 18533, 162
400, 435625, 220635, 18752, 164
404, 441370, 223424, 18978, 168
408, 447118, 226216, 19198, 172
412, 451675, 228501, 19416, 174
416, 456871, 231073, 19576, 177
420, 462017, 233595, 19748, 180
424, 467750, 236352, 19974, 184
428, 472926, 238904, 20135, 187
432, 478106, 241460, 20337, 190
436, 482073, 243507, 20521, 191
440, 487252, 246062, 20720, 194
444, 491799, 248357, 20913, 196
448, 497550, 251152, 21156, 200
452, 502065, 253415, 21317, 202
456, 506656, 255734, 21585, 204
460, 511239, 258045, 21711, 206
464, 515819, 260353, 21950, 208
468, 520978, 262908, 22103, 211
472, 524957, 264967, 22337, 212
476, 528942, 267032, 22527, 213
480, 533513, 269331, 22707, 215
484, 538085, 271631, 22895, 217
488, 543248, 274170, 23121, 220
492, 546673, 276027, 23315, 220
496, 551843, 278573, 23562, 223
500, 555869, 280679, 23749, 224
504, 560450, 282988, 23943, 226
508, 564427, 285045, 24143, 227
512, 568366, 287064, 24319, 228
516, 573559, 289633, 24537, 231
520, 579309, 292407, 24645, 235
524, 584472, 294946, 24890, 238
528, 589624, 297474, 25011, 241
532, 594793, 300019, 25240, 244
536, 599941, 302543, 25439, 247
540, 605095, 305073, 25593, 250
544, 610244, 307598, 25814, 253
548, 615413, 310143, 26017, 256
552, 619966, 312424, 26149, 258
556, 624512, 314698, 26297, 260
560, 629651, 317213, 26516, 263
564, 634823, 319761, 26680, 266
568, 640533, 322515, 26848, 270
572, 645705, 325063, 27052, 273
576, 650844, 327578, 27252, 276
580, 655983, 330093, 27393, 279
584, 661135, 332621, 27570, 282
588, 666287, 335149, 27727, 285
592, 671434, 337672, 27929, 288
596, 677795, 340725, 28153, 293
600, 684122, 343744, 28291, 298
604, 689306, 346304, 28522, 301
608, 694458, 348832, 28691, 304
612, 699645, 351395, 28905, 307
616, 704787, 353913, 29050, 310
